label,sample_idx,route_idx,lat,lng,candidate_count,node_rank1_way_id,perp_rank1_way_id,perp_rank1_highway,perp_rank1_oneway,perp_rank1_name,rank2_way_id,rank2_highway,rank2_dist_m,match_dist_m,match_margin_m,match_ambiguous,verify_group,known_group_node_rank1,known_group_perp_rank1,oneway_violation,oneway_confidence,oneway_misaligned,diag_angle_deg
千葉→幕張本郷,53,65,35.65333,140.06497,278,232975631,232975633,residential,,,232975631,residential,2.323,0.873,1.45,True,,,,False,0.0,False,160.0
千葉→幕張本郷,54,66,35.65338,140.06439,278,232975633,232975633,residential,,,232975637,residential,8.744,1.885,6.859,False,,,,False,0.0,False,171.9
千葉→幕張本郷,55,68,35.65405,140.06395,278,232975633,232975633,residential,,,232975638,residential,12.17,0.763,11.407,False,,,,False,0.0,False,131.4
千葉→幕張本郷,56,70,35.6548,140.06354,278,232975641,354213977,unclassified,,,232975641,residential,1.449,0.818,0.632,True,,,,False,0.0,False,3.4
千葉→幕張本郷,57,72,35.6552,140.06362,278,1328740625,1328740625,cycleway,,Hanamigawa Cycling Road,438970764,footway,0.321,0.144,0.177,True,,,,False,0.0,False,4.8
千葉→幕張本郷,58,75,35.65555,140.06387,278,1328740627,1328740627,cycleway,,Hanamigawa Cycling Road,1328740626,cycleway,10.556,0.336,10.22,False,,,,False,0.0,False,7.0
千葉→幕張本郷,59,76,35.65605,140.06392,278,1328740627,1328740627,cycleway,,Hanamigawa Cycling Road,215847533,unclassified,32.068,0.356,31.712,False,,,,False,0.0,False,1.8
千葉→幕張本郷,60,78,35.65663,140.06335,278,140120618,215847591,track,,,140120618,unclassified,1.276,0.051,1.225,True,,,,False,0.0,True,82.0
千葉→幕張本郷,61,80,35.65644,140.06299,278,140120585,140120585,unclassified,,,140120618,unclassified,17.735,0.409,17.326,False,,,,False,0.0,False,154.1
千葉→幕張本郷,62,83,35.65602,140.06282,278,22762849,22762849,unclassified,,,140120585,unclassified,4.14,1.012,3.128,False,,,,False,0.0,True,101.2
千葉→幕張本郷,63,85,35.6559,140.06241,278,219629137,219629137,residential,,,22762849,unclassified,29.786,0.28,29.506,False,,,,False,0.0,False,12.9
千葉→幕張本郷,64,88,35.65594,140.06193,278,219629137,219629137,residential,,,470866656,service,10.936,0.012,10.924,False,,,,False,0.0,False,31.3
千葉→幕張本郷,65,89,35.65598,140.06121,278,142222808,219629137,residential,,,142222808,residential,2.232,0.478,1.754,True,,,,False,0.0,False,7.3
千葉→幕張本郷,66,90,35.65647,140.06135,278,142222808,142222808,residential,,,142222813,residential,1.324,0.121,1.204,True,,,,False,0.0,True,108.1
千葉→幕張本郷,67,91,35.65667,140.06068,278,142222813,173717935,residential,,,142222813,residential,1.043,1.024,0.019,True,,,,False,0.0,True,108.6
千葉→幕張本郷,68,94,35.65702,140.06007,278,142222805,372779290,service,,,142222805,service,0.941,0.588,0.353,True,,,,False,0.0,False,25.5
千葉→幕張本郷,69,96,35.65746,140.06003,278,142222805,142222805,service,,,372777838,footway,2.633,0.379,2.254,False,,,,False,0.0,False,6.7
千葉→幕張本郷,70,97,35.6576,140.05961,278,142222805,142222805,service,,,372777838,footway,35.092,0.146,34.946,False,,,,False,0.0,False,29.8
千葉→幕張本郷,71,99,35.65799,140.05919,278,312413970,312413970,residential,yes,,739680056,service,4.29,0.392,3.898,False,,,,False,0.0,False,11.3
千葉→幕張本郷,72,100,35.65831,140.05851,278,142222828,312413970,residential,yes,,142222828,service,2.662,0.252,2.41,False,,,,False,0.0,False,1.2
千葉→幕張本郷,73,101,35.65842,140.05803,278,142222825,312413970,residential,yes,,142222825,footway,1.166,0.714,0.452,True,,,,False,0.0,False,13.9
千葉→幕張本郷,74,104,35.65882,140.05761,278,142222825,142222825,footway,,,312413970,residential,43.278,0.387,42.891,False,,,,False,0.0,False,8.2
千葉→幕張本郷,75,106,35.6591,140.05705,278,22763288,142222825,footway,,,22763288,secondary,0.516,0.439,0.077,True,,,,False,0.0,False,6.6
千葉→幕張本郷,76,108,35.65934,140.05664,278,142222817,142222817,residential,yes,,142222832,residential,20.287,1.638,18.649,False,残存A群,A,A,True,1.0,False,179.7
千葉→幕張本郷,77,111,35.65988,140.05621,278,142222832,142222832,residential,,,142222803,residential,37.922,1.678,36.244,False,,,,False,0.0,False,175.9
千葉→幕張本郷,78,112,35.66027,140.05599,278,142222803,142222832,residential,,,142222803,residential,6.032,0.557,5.475,False,,,,False,0.0,False,178.3
千葉→幕張本郷,79,113,35.66072,140.05572,278,142222832,142222832,residential,,,1086646724,footway,33.194,1.215,31.979,False,,,,False,0.0,False,169.4
千葉→幕張本郷,80,114,35.66103,140.05537,278,142222832,142222832,residential,,,312413966,unclassified,1.044,0.184,0.86,True,,,,False,0.0,False,170.5
千葉→幕張本郷,81,116,35.66179,140.05488,278,209024338,209024338,residential,,,175828538,primary,75.94,0.252,75.688,False,,,,False,0.0,False,179.2
千葉→幕張本郷,82,117,35.66379,140.05254,278,194093217,194093217,residential,,,1283620830,unclassified,14.148,2.723,11.426,False,,,,False,0.0,False,0.4
千葉→幕張本郷,83,120,35.66385,140.05217,278,194093231,194093231,service,,,1283620830,unclassified,6.778,1.969,4.809,False,,,,False,0.0,False,34.0
千葉→幕張本郷,84,122,35.66394,140.05166,278,194093231,194093231,service,,,194093235,service,1.189,0.813,0.376,True,,,,False,0.0,False,5.2
千葉→幕張本郷,85,124,35.6644,140.05169,278,194093227,194093227,residential,,,194093231,service,43.995,1.218,42.777,False,,,,False,0.0,False,15.9
千葉→幕張本郷,86,125,35.66555,140.05035,278,151811151,194093227,residential,,,151811151,residential,4.172,0.777,3.396,False,,,,False,0.0,False,1.7
千葉→幕張本郷,87,126,35.66588,140.0499,278,194093227,194093227,residential,,,151808574,unclassified,31.527,1.003,30.524,False,,,,False,0.0,False,33.2
千葉→幕張本郷,88,127,35.66563,140.04937,278,194093227,194093227,residential,,,151808574,unclassified,23.081,0.437,22.644,False,,,,False,0.0,True,61.1
千葉→幕張本郷,89,129,35.66496,140.04776,278,151808574,151811151,residential,,,151808574,unclassified,4.415,0.819,3.597,False,,,,False,0.0,False,170.9
千葉→幕張本郷,90,130,35.66532,140.0472,278,151811151,151811151,residential,,,270039222,tertiary,1.019,0.051,0.968,True,,,,False,0.0,True,116.2
千葉→幕張本郷,91,131,35.66622,140.04704,278,208926175,208926175,residential,,,270039222,tertiary,1.617,0.25,1.367,True,,,,False,0.0,True,79.4
千葉→幕張本郷,92,132,35.66688,140.04659,278,208926181,208926181,residential,,,270039222,tertiary,2.28,1.042,1.238,True,,,,False,0.0,True,84.7
千葉→幕張本郷,93,133,35.66728,140.04608,278,141626539,141626539,tertiary,,,270039222,tertiary,1.07,0.289,0.78,True,,,,False,0.0,True,78.3
千葉→幕張本郷,94,134,35.67089,140.04181,278,151808598,151808598,unclassified,,,270039222,tertiary,1.171,0.778,0.393,True,,,,False,0.0,True,93.9
千葉→幕張本郷,95,135,35.67176,140.04293,278,151808574,151808574,unclassified,,,151808598,unclassified,2.825,1.139,1.685,True,,,,False,0.0,True,117.0
千葉→幕張本郷,96,136,35.6721,140.04245,278,151808609,151808609,unclassified,yes,,352689942,footway,5.784,2.179,3.605,False,,D,D,True,1.0,False,128.1
千葉→幕張本郷,97,139,35.67235,140.04207,278,151808575,151808575,pedestrian,,,1083425463,footway,5.877,5.762,0.115,True,,,,False,0.0,False,50.7
