label,sample_idx,lat,lng,rank1_way_id,rank1_highway,rank1_bicycle,rank1_access,rank1_oneway,rank1_oneway_bicycle,rank1_cycleway,rank1_traversable_by_batch5_filter,rank1_nontraversable_reason,current_rank1_violation,current_rank1_status,historical_node_rank1_way_id,historical_known_group,historical_known_detection_location,batch5_filtered_rank1_way_id,batch5_filtered_rank1_highway,batch5_filtered_margin_m,batch5_nonambiguous_to_ambiguous
荻窪→阿佐ヶ谷,3,35.7044,139.62297,80832757,tertiary,,,,,,True,,False,out_of_scope_no_oneway,80832757,,False,80832757,tertiary,50.764,False
荻窪→阿佐ヶ谷,4,35.70354,139.62639,1352004080,tertiary,,,,,,True,,False,out_of_scope_no_oneway,566652201,,False,1352004080,tertiary,2.76,False
荻窪→阿佐ヶ谷,5,35.70328,139.62749,168918384,primary,,,yes,no,,True,,False,legal_bicycle_exempt,80833412,,False,168918384,primary,0.458,False
荻窪→阿佐ヶ谷,6,35.70383,139.62758,80833688,residential,,,,,,True,,False,out_of_scope_no_oneway,80833412,,False,80833688,residential,1.276,False
荻窪→阿佐ヶ谷,7,35.70368,139.62866,80834023,unclassified,,,,,,True,,False,out_of_scope_axis_misaligned,80833767,,False,80834023,unclassified,0.037,False
荻窪→阿佐ヶ谷,8,35.7038,139.6305,80835345,residential,,,,,,True,,False,out_of_scope_no_oneway,80835345,,False,80835345,residential,14.576,False
荻窪→阿佐ヶ谷,9,35.7037,139.63123,80835345,residential,,,,,,True,,False,out_of_scope_no_oneway,80835231,,False,80835345,residential,1.131,False
荻窪→阿佐ヶ谷,10,35.70401,139.63283,80835360,residential,,,yes,,,True,,True,violation,80835359,,False,80835360,residential,1.598,False
荻窪→阿佐ヶ谷,11,35.70462,139.63456,87704269,residential,,,yes,no,,True,,False,out_of_scope_axis_misaligned,80835360,A,True,87704269,residential,1.746,False
荻窪→阿佐ヶ谷,12,35.70456,139.635,194848488,service,,,,,,True,,False,out_of_scope_no_oneway,194848475,,False,194848488,service,1.037,False
荻窪→阿佐ヶ谷,13,35.7047,139.63559,87703816,residential,,,,,,True,,False,out_of_scope_axis_misaligned,87703816,,False,87703816,residential,0.95,False
自由が丘→等々力,0,35.60767,139.66856,287033954,unclassified,,,yes,,,True,,False,out_of_scope_axis_misaligned,287033954,,False,287033954,unclassified,6.211,False
自由が丘→等々力,1,35.60656,139.6681,25533292,unclassified,,,yes,,,True,,False,legal_forward,25533292,,False,25533292,unclassified,0.156,False
自由が丘→等々力,2,35.60661,139.66757,350353685,service,,,yes,,,True,,True,violation,350353685,A,True,350353685,service,6.967,False
自由が丘→等々力,3,35.60616,139.66722,1337624814,residential,,,,,,True,,False,out_of_scope_no_oneway,55047413,,False,1337624814,residential,1.069,False
自由が丘→等々力,4,35.60643,139.66625,1337624814,residential,,,,,,True,,False,out_of_scope_no_oneway,48678504,,False,1337624814,residential,0.177,False
自由が丘→等々力,5,35.60601,139.66498,48903694,residential,,,,,,True,,False,out_of_scope_no_oneway,48678504,,False,48903694,residential,0.883,False
自由が丘→等々力,6,35.60546,139.66304,1337624815,service,,,,,,True,,False,out_of_scope_no_oneway,295477986,,False,1337624815,service,1.261,False
自由が丘→等々力,7,35.60861,139.6495,59266136,tertiary,,,,,,True,,False,out_of_scope_no_oneway,28980185,,False,59266136,tertiary,1.187,False
自由が丘→等々力,8,35.60826,139.64885,47483021,footway,,,,,,False,highway=footway,False,out_of_scope_no_oneway,47483021,,False,190122593,residential,24.164,False
自由が丘→等々力,9,35.60857,139.64751,47483021,footway,,,,,,False,highway=footway,False,out_of_scope_no_oneway,47483021,,False,190122593,residential,24.164,False
浦和→さいたま新都心,0,35.85878,139.65799,916790137,tertiary,,,yes,,,True,,False,out_of_scope_axis_misaligned,916790137,,False,916790137,tertiary,4.962,False
